row_id	category	final_variant_or_record	allocation_key	parent_child_roles_and_ordinals	scope_and_local_visibility	known_family_vs_generic_recovery	omitted_tail_missing_tail_missing_operand	clean_query	poisoned_query	stale_query	foreign_query	synthetic_query	rolled_back_query	limits_charged	exact_boundary_assertion	one_over_rollback_assertion	test_ids
E26	expression	Unary	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Operator; Operand	inherit	typed Unary poison	missing operand => RecoveryOperand[0]	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + child	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E26; T-Q-26; T-RB-26; unary
E27	expression	Block	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Statement[n]; Tail	create Block scope; statements sequential	typed Block poison	omitted tail => ImplicitUnitTail	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + scope/statements/tail	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E27; T-Q-27; T-RB-27; block
E28	expression	ComputationBlock	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Statement[n]; Tail	create Block scope	typed ComputationBlock poison	omitted allowed tail => ImplicitUnitTail; required missing => MissingRequiredTail	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + scope/statements/tail	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E28; T-Q-28; T-RB-28; computation block
E29	expression	NamedBlock	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Name; Statement[n]; Tail	create named Block scope	typed NamedBlock poison	omitted tail => ImplicitUnitTail	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + scope/statements/tail	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E29; T-Q-29; T-RB-29; named block
E30	expression	If	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Condition; ThenBranch; ElseBranch	branches create/inherit their block scopes	typed If poison	omitted else => ImplicitUnitTail	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + children/scopes	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E30; T-Q-30; T-RB-30; if
E31	expression	IfLet	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Pattern; Scrutinee; Guard; ThenBranch; ElseBranch	create binding scope; bindings guard/then only	typed IfLet poison	missing required child => RecoveryOperand/MissingRequiredTail	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr/pattern/scope/children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E31; T-Q-31; T-RB-31; if let expression
E32	expression	Match	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Scrutinee; MatchArm[n,part]	each arm creates scope; pattern locals guard/value only	typed Match poison	missing arm value => MissingRequiredTail	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + arms/scopes/children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E32; T-Q-32; T-RB-32; match
E33	expression	DialogueContentApplication	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	accepted roles + DialogueNode/Tag/Argument roles	inherit target; plan owns accepted root scope	typed Dialogue poison	missing content required => poison; plan optional	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	RichText limits + HIR expr	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E33; T-Q-33; T-RB-33; dialogue application
E34	expression	PostfixBracket	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	accepted Target/Open/Close/Colon/Content roles	inherit; candidate children candidate-only	typed bounded candidates poison	missing candidate operand => accepted failure kind	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	2 candidates/results; HIR expr	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E34; T-Q-34; T-RB-34; postfix candidates
E35	expression	Error	(SyntaxNodeId,HirIdKind::Expr) -> ExprId	Whole; Recovery	inherit	generic Error only	not applicable	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR expr + diagnostic	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-E35; T-Q-35; T-RB-35; generic error
P01	pattern	Binding	(SyntaxNodeId,HirIdKind::Pattern) -> PatternId	Name	inherit; introduces local after pattern acceptance	typed binding poison	missing required child => typed field poison or RecoveryOperand; no tail unless nested expression rule	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR pattern/local	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-P01; T-PQ-01; T-PRB-01; binding
P02	pattern	MutableBinding	(SyntaxNodeId,HirIdKind::Pattern) -> PatternId	Name	inherit; introduces mutable local	typed binding poison	missing required child => typed field poison or RecoveryOperand; no tail unless nested expression rule	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR pattern/local	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-P02; T-PQ-02; T-PRB-02; mutable binding
P03	pattern	Literal	(SyntaxNodeId,HirIdKind::Pattern) -> PatternId	Literal components	inherit	family literal poison	missing required child => typed field poison or RecoveryOperand; no tail unless nested expression rule	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR pattern/literal budget	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-P03; T-PQ-03; T-PRB-03; literal pattern
P04	pattern	EntityReference	(SyntaxNodeId,HirIdKind::Pattern) -> PatternId	ID components	inherit	HirIdRef poison	missing required child => typed field poison or RecoveryOperand; no tail unless nested expression rule	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR pattern	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-P04; T-PQ-04; T-PRB-04; ID pattern all forms
P05	pattern	Variant(HirVariantPattern)	(SyntaxNodeId,HirIdKind::Pattern) -> PatternId	VariantHead(QualifiedRoot/Segment[n] | DotShorthandMarker); VariantName; optional VariantPayload; payload PatternId	inherit; optional Tuple/Record payload PatternId uses same scope; no new scope	known Variant retains typed poison; unknown expected variant is sema rejection over clean HIR; generic Error only when family unclassified	absent payload is valid/AbsentOptional; malformed required authored payload => Variant poison; no fabricated path	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR pattern/child; qualified path charges PathSegments 256, PathSemanticBytes 65,536, NameBytes 1,024	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-P05; T-PQ-05; T-PRB-05; T-PATHLESS-VARIANT-01
P06	pattern	Discard	(SyntaxNodeId,HirIdKind::Pattern) -> PatternId	Whole	inherit	Discard is valid fieldless; generic Error only if syntax cannot be classified as Discard	no child/tail; inapplicable child/component publication is rejected before commit	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR pattern	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-P06; T-PQ-06; T-PRB-06; discard
P07	pattern	Tuple	(SyntaxNodeId,HirIdKind::Pattern) -> PatternId	Element[n]	inherit	typed tuple poison	missing required child => typed field poison or RecoveryOperand; no tail unless nested expression rule	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR pattern/children	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-P07; T-PQ-07; T-PRB-07; tuple pattern
P08	pattern	Record	(SyntaxNodeId,HirIdKind::Pattern) -> PatternId	RecordPath; PatternField[n,part]	inherit	typed record poison	missing required child => typed field poison or RecoveryOperand; no tail unless nested expression rule	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR pattern/fields	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-P08; T-PQ-08; T-PRB-08; record pattern
P09	pattern	BracketSequence	(SyntaxNodeId,HirIdKind::Pattern) -> PatternId	Element[n]; rest	inherit; rest introduces local	typed sequence poison	missing required child => typed field poison or RecoveryOperand; no tail unless nested expression rule	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR pattern/children/local	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-P09; T-PQ-09; T-PRB-09; sequence pattern
P10	pattern	WholeBinding	(SyntaxNodeId,HirIdKind::Pattern) -> PatternId	Name; Pattern	inherit; local visible after nested pattern accepts	typed whole poison	missing required child => typed field poison or RecoveryOperand; no tail unless nested expression rule	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR pattern/local/child	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-P10; T-PQ-10; T-PRB-10; whole binding
P11	pattern	TypedBinding	(SyntaxNodeId,HirIdKind::Pattern) -> PatternId	Name; Type	inherit; local typed	typed binding poison	missing required child => typed field poison or RecoveryOperand; no tail unless nested expression rule	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR pattern/local/type	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-P11; T-PQ-11; T-PRB-11; typed binding
P12	pattern	Error	(SyntaxNodeId,HirIdKind::Pattern) -> PatternId	Whole; Recovery	inherit	generic Error	missing required child => typed field poison or RecoveryOperand; no tail unless nested expression rule	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Pattern { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	HIR pattern + diagnostic	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-P12; T-PQ-12; T-PRB-12; pattern error
C01	component	HirCallArgument::Positional	parent typed ID + role + ordinal; no independent arena slot unless listed child ID	Call parent; CallArgument[n,Whole|Value]	inherit	missing value => call poison	component-specific; optional absence => Missing query, required absence poisons owner	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	argument limit	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-C01; T-CQ-01; T-CRB-01
C02	component	HirCallArgument::Named	parent typed ID + role + ordinal; no independent arena slot unless listed child ID	Call parent; CallArgument[n,Whole|Name|Value]	inherit	invalid/missing name/value => call poison	component-specific; optional absence => Missing query, required absence poisons owner	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	argument limit	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-C02; T-CQ-02; T-CRB-02
C03	component	HirCallArgument::Spread	parent typed ID + role + ordinal; no independent arena slot unless listed child ID	Call parent; CallArgument[n,Whole|Value]	inherit	not-last/missing => call poison	component-specific; optional absence => Missing query, required absence poisons owner	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span), owner_status Clean	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Span|Insertion), owner_status Poisoned; typed issue retained	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => WrongSourceDocument/StaleSourceRevision/SourceLengthMismatch; no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => owner-specific Resolve(WrongModule); no projection	source_site(expected_source, HirSourceQuery::Expr { owner, role }) => Present(Insertion) only for an accepted synthetic owner and applicable insertion role; otherwise owner-specific RoleNotApplicable or AbsentOptional; no insertion is fabricated	transaction returns no public owner ID; rollback receipt NotPublished; committed source index has no key	argument limit	all preflight charges pass; one transaction commits IDs, source rows, scopes, diagnostics and results	preflight/checked allocation fails atomically; no prefix/truncation/replay/leak	T-C03; T-CQ-03; T-CRB-03
