id,layer,path,surface,current_state,final_decision,gate,evidence
CVRS-INV-00142,core plan,FlowOp::Let,FlowPattern::Let.Pattern,pattern,pattern: RuntimeTypedPattern; resolve expected type from paired expression/task result/iterator item/scope result; verify complete pattern node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00143,core plan,FlowOp::LetElse,FlowPattern::LetElse.Pattern,pattern,pattern: RuntimeTypedPattern; resolve expected type from paired expression/task result/iterator item/scope result; verify complete pattern node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00144,core plan,FlowOp::Await,FlowPattern::Await.Binding,binding,binding: RuntimeTypedPattern; resolve expected type from paired expression/task result/iterator item/scope result; verify complete pattern node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00145,core plan,FlowOp::AwaitMany,FlowPattern::AwaitMany.Binding,binding,binding: RuntimeTypedPattern; resolve expected type from paired expression/task result/iterator item/scope result; verify complete pattern node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00146,core plan,FlowOp::HostCall,FlowPattern::HostCall.Binding,binding,binding: RuntimeTypedPattern; resolve expected type from paired expression/task result/iterator item/scope result; verify complete pattern node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00147,core plan,FlowOp::IfLet,FlowPattern::IfLet.Pattern,pattern,pattern: RuntimeTypedPattern; resolve expected type from paired expression/task result/iterator item/scope result; verify complete pattern node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00148,core plan,FlowOp::Match,FlowPattern::Match.ArmPattern(arm:u32),arms[arm].pattern,arms[arm].pattern: RuntimeTypedPattern; resolve expected type from paired expression/task result/iterator item/scope result; verify complete pattern node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00149,core plan,FlowOp::LetLoop,FlowPattern::LetLoop.Pattern,pattern,pattern: RuntimeTypedPattern; resolve expected type from paired expression/task result/iterator item/scope result; verify complete pattern node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00150,core plan,FlowOp::WhileLet,FlowPattern::WhileLet.Pattern,pattern,pattern: RuntimeTypedPattern; resolve expected type from paired expression/task result/iterator item/scope result; verify complete pattern node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00151,core plan,FlowOp::WhileLetNext,FlowPattern::WhileLetNext.Pattern,pattern,pattern: RuntimeTypedPattern; resolve expected type from paired expression/task result/iterator item/scope result; verify complete pattern node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00152,core plan,FlowOp::For,FlowPattern::For.Pattern,pattern,pattern: RuntimeTypedPattern; resolve expected type from paired expression/task result/iterator item/scope result; verify complete pattern node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00153,core plan,FlowOp::ForNext,FlowPattern::ForNext.Pattern,pattern,pattern: RuntimeTypedPattern; resolve expected type from paired expression/task result/iterator item/scope result; verify complete pattern node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00154,core plan,FlowOp::LetScope,FlowPattern::LetScope.Pattern,pattern,pattern: RuntimeTypedPattern; resolve expected type from paired expression/task result/iterator item/scope result; verify complete pattern node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00155,core plan,FlowOp::ExitScopeBind,FlowPattern::ExitScopeBind.Pattern,pattern,pattern: RuntimeTypedPattern; resolve expected type from paired expression/task result/iterator item/scope result; verify complete pattern node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00156,core plan,FlowOp::LetElse,FlowCoordinate::LetElseElse(op:u32),else_ops,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00157,core plan,FlowOp::If,FlowCoordinate::IfThen(op:u32),then_ops,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00158,core plan,FlowOp::If,FlowCoordinate::IfElse(op:u32),else_ops,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00159,core plan,FlowOp::IfLet,FlowCoordinate::IfLetThen(op:u32),then_ops,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00160,core plan,FlowOp::IfLet,FlowCoordinate::IfLetElse(op:u32),else_ops,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00161,core plan,FlowOp::Match,"FlowCoordinate::MatchArm { arm:u32, op:u32 }",arms[arm].ops,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00162,core plan,FlowOp::Loop,FlowCoordinate::LoopBody(op:u32),body,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00163,core plan,FlowOp::LetLoop,FlowCoordinate::LetLoopBody(op:u32),body,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00164,core plan,FlowOp::LoopNext,FlowCoordinate::LoopNextBody(op:u32),body,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00165,core plan,FlowOp::While,FlowCoordinate::WhileBody(op:u32),body,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00166,core plan,FlowOp::WhileNext,FlowCoordinate::WhileNextBody(op:u32),body,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00167,core plan,FlowOp::WhileLet,FlowCoordinate::WhileLetBody(op:u32),body,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00168,core plan,FlowOp::WhileLetNext,FlowCoordinate::WhileLetNextBody(op:u32),body,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00169,core plan,FlowOp::For,FlowCoordinate::ForBody(op:u32),body,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00170,core plan,FlowOp::ForNext,FlowCoordinate::ForNextBody(op:u32),body,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00171,core plan,FlowOp::Thread,FlowCoordinate::ThreadBody(op:u32),body,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00172,core plan,FlowOp::Scope,FlowCoordinate::ScopeBody(op:u32),0,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00173,core plan,FlowOp::LetScope,FlowCoordinate::LetScopeBody(op:u32),ops,RuntimeFlowOpCoordinate.descent: Box<[RuntimeFlowOpStep]>; each step validates parent variant and child bounds; no numeric variant inference; exclusion=coordinate only; not a type root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00174,core plan,FlowOp::Dialogue,Excluded::Dialogue,entire variant,no RuntimePlanTypedSite emitted; structural validation only; exclusion=line/task_group identities only,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00175,core plan,FlowOp::Choice,Excluded::Choice,entire variant,no RuntimePlanTypedSite emitted; structural validation only; exclusion=labels/flow targets/static out text/effects only,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00176,core plan,FlowOp::Loop,Excluded::Loop,entire variant,no RuntimePlanTypedSite emitted; structural validation only; exclusion=container only,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00177,core plan,FlowOp::LoopNext,Excluded::LoopNext,entire variant,no RuntimePlanTypedSite emitted; structural validation only; exclusion=container only,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00178,core plan,FlowOp::Thread,Excluded::Thread,entire variant,no RuntimePlanTypedSite emitted; structural validation only; exclusion=container only,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00179,core plan,FlowOp::Scope,Excluded::Scope,entire variant,no RuntimePlanTypedSite emitted; structural validation only; exclusion=container only,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00180,core plan,FlowOp::Continue,Excluded::Continue,entire variant,no RuntimePlanTypedSite emitted; structural validation only; exclusion=control only,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00181,core plan,FlowOp::Goto,Excluded::Goto,entire variant,no RuntimePlanTypedSite emitted; structural validation only; exclusion=FlowRuntimeId only,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00182,core plan,FlowOp::Return,Excluded::Return,entire variant,no RuntimePlanTypedSite emitted; structural validation only; exclusion=legacy String return only,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00183,core plan,FlowOp::Effect,Excluded::Effect,entire variant,no RuntimePlanTypedSite emitted; structural validation only; exclusion=LineEffectRequest static/text payload only,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00184,core plan,FlowOp::CancelCleanup,Excluded::CancelCleanup,entire variant,no RuntimePlanTypedSite emitted; structural validation only; exclusion=string key only,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00185,core plan,FlowOp::EnterScope,Excluded::EnterScope,entire variant,no RuntimePlanTypedSite emitted; structural validation only; exclusion=control only,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00186,core plan,FlowOp::ExitScope,Excluded::ExitScope,entire variant,no RuntimePlanTypedSite emitted; structural validation only; exclusion=control only,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00187,core plan,FlowOp::Noop,Excluded::Noop,entire variant,no RuntimePlanTypedSite emitted; structural validation only; exclusion=control only,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00188,core plan,FlowOp::ForNext,Excluded::ForNext.iterator,iterator: RuntimeIterator,no root site; continuation-owned iterator state; ownership/nesting validation only; exclusion=not an authored plan semantic root,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00189,core plan,FlowOp::Return,Excluded::Return(String),legacy text result,delete when ReturnExpr migration completes; no typed row; source text never becomes a root; exclusion=legacy non-RuntimeValue payload,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00190,core plan,StreamPlan,Stream::Item,item_ty: String,item_type: RuntimePlanTypeId; declaration exact; no string parsing; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00191,core plan,StreamPlan,Stream::Error,error_ty: String,error_type: RuntimePlanTypeId; declaration exact; no string parsing; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00192,core plan,StreamOp::Let,StreamExpression::Let.Value,expr,expr: RuntimeTypedExpr; resolve Stream op coordinate and exact node facts; exclusion=none; exact root [0] and every present child; declaration kind Checked or Operational; operational cannot emit AWBC origin/context,P02/P07,RUNTIME_EXPR_NODE_API.md + RUNTIME_PLAN_TYPE_KIND.csv + RUNTIME_EXPR_NODE_RESOLUTION.csv
CVRS-INV-00193,core plan,StreamOp::ForNext,StreamExpression::ForNext.Source,source,source: RuntimeTypedExpr; resolve Stream op coordinate and exact node facts; exclusion=none; exact root [0] and every present child; declaration kind Checked or Operational; operational cannot emit AWBC origin/context,P02/P07,RUNTIME_EXPR_NODE_API.md + RUNTIME_PLAN_TYPE_KIND.csv + RUNTIME_EXPR_NODE_RESOLUTION.csv
CVRS-INV-00194,core plan,StreamOp::Yield,StreamExpression::Yield.Value,expr,expr: RuntimeTypedExpr; resolve Stream op coordinate and exact node facts; exclusion=none; exact root [0] and every present child; declaration kind Checked or Operational; operational cannot emit AWBC origin/context,P02/P07,RUNTIME_EXPR_NODE_API.md + RUNTIME_PLAN_TYPE_KIND.csv + RUNTIME_EXPR_NODE_RESOLUTION.csv
CVRS-INV-00195,core plan,StreamOp::If,StreamExpression::If.Condition,condition,condition: RuntimeTypedExpr; resolve Stream op coordinate and exact node facts; exclusion=none; exact root [0] and every present child; declaration kind Checked or Operational; operational cannot emit AWBC origin/context,P02/P07,RUNTIME_EXPR_NODE_API.md + RUNTIME_PLAN_TYPE_KIND.csv + RUNTIME_EXPR_NODE_RESOLUTION.csv
CVRS-INV-00196,core plan,StreamOp::Match,StreamExpression::Match.Scrutinee,scrutinee,scrutinee: RuntimeTypedExpr; resolve Stream op coordinate and exact node facts; exclusion=none; exact root [0] and every present child; declaration kind Checked or Operational; operational cannot emit AWBC origin/context,P02/P07,RUNTIME_EXPR_NODE_API.md + RUNTIME_PLAN_TYPE_KIND.csv + RUNTIME_EXPR_NODE_RESOLUTION.csv
CVRS-INV-00197,core plan,StreamOp::Match,StreamExpression::Match.ArmGuard(arm:u32),arms[arm].guard,arms[arm].guard: RuntimeTypedExpr; resolve Stream op coordinate and exact node facts; exclusion=none; exact root [0] and every present child; declaration kind Checked or Operational; operational cannot emit AWBC origin/context,P02/P07,RUNTIME_EXPR_NODE_API.md + RUNTIME_PLAN_TYPE_KIND.csv + RUNTIME_EXPR_NODE_RESOLUTION.csv
CVRS-INV-00198,core plan,StreamOp::Close,StreamExpression::Close.Source,source,source: RuntimeTypedExpr; resolve Stream op coordinate and exact node facts; exclusion=none; exact root [0] and every present child; declaration kind Checked or Operational; operational cannot emit AWBC origin/context,P02/P07,RUNTIME_EXPR_NODE_API.md + RUNTIME_PLAN_TYPE_KIND.csv + RUNTIME_EXPR_NODE_RESOLUTION.csv
CVRS-INV-00199,core plan,StreamOp::Let,StreamPattern::Let.Pattern,pattern,pattern: RuntimeTypedPattern; Let from expression; ForNext from item; Match from scrutinee; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00200,core plan,StreamOp::ForNext,StreamPattern::ForNext.Pattern,pattern,pattern: RuntimeTypedPattern; Let from expression; ForNext from item; Match from scrutinee; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00201,core plan,StreamOp::Match,StreamPattern::Match.ArmPattern(arm:u32),arms[arm].pattern,arms[arm].pattern: RuntimeTypedPattern; Let from expression; ForNext from item; Match from scrutinee; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00202,core plan,StreamOp::Return,Excluded::Stream.Return,no value,no typed site; control only; exclusion=deliberate,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00203,core plan,SourcePlan,Source::Item,item_ty: String,item_type: RuntimePlanTypeId; declaration exact; no string parsing; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00204,core plan,SourcePlan,Source::Error,error_ty: String,error_type: RuntimePlanTypeId; declaration exact; no string parsing; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00205,core plan,SourcePlan,SourceExpression::Open.Node(path),from: RuntimeExpr,from: RuntimeTypedExpr; complete node facts; exclusion=none; exact root [0] and every present child; declaration kind Checked or Operational; operational cannot emit AWBC origin/context,P02/P07,RUNTIME_EXPR_NODE_API.md + RUNTIME_PLAN_TYPE_KIND.csv + RUNTIME_EXPR_NODE_RESOLUTION.csv
CVRS-INV-00206,core plan,SourceHandlerPlan::Item,SourcePattern::Item.Pattern.Node(path),pattern,pattern: RuntimeTypedPattern; expected resolves from item_type; complete node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00207,core plan,SourceHandlerPlan::Error,SourcePattern::Error.Pattern.Node(path),pattern,pattern: RuntimeTypedPattern; expected resolves from error_type; complete node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00208,core plan,SourceHandlerPlan::Progress,SourcePattern::Progress.Pattern.Node(path),pattern,pattern: RuntimeTypedPattern; expected resolves from canonical progress type; complete node/binding facts; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00209,core plan,SourceHandlerPlan::Item,SourceExpression::Item.Yield(op:u32).Node(path),ops[j] where SourceOp::Yield(expr),expr: RuntimeTypedExpr; handler/op bounds; node table exact; exclusion=none; exact root [0] and every present child; declaration kind Checked or Operational; operational cannot emit AWBC origin/context,P02/P07,RUNTIME_EXPR_NODE_API.md + RUNTIME_PLAN_TYPE_KIND.csv + RUNTIME_EXPR_NODE_RESOLUTION.csv
CVRS-INV-00210,core plan,SourceHandlerPlan::Error,SourceExpression::Error.Yield(op:u32).Node(path),ops[j] where SourceOp::Yield(expr),expr: RuntimeTypedExpr; handler/op bounds; node table exact; exclusion=none; exact root [0] and every present child; declaration kind Checked or Operational; operational cannot emit AWBC origin/context,P02/P07,RUNTIME_EXPR_NODE_API.md + RUNTIME_PLAN_TYPE_KIND.csv + RUNTIME_EXPR_NODE_RESOLUTION.csv
CVRS-INV-00211,core plan,SourceHandlerPlan::Progress,SourceExpression::Progress.Yield(op:u32).Node(path),ops[j] where SourceOp::Yield(expr),expr: RuntimeTypedExpr; handler/op bounds; node table exact; exclusion=none; exact root [0] and every present child; declaration kind Checked or Operational; operational cannot emit AWBC origin/context,P02/P07,RUNTIME_EXPR_NODE_API.md + RUNTIME_PLAN_TYPE_KIND.csv + RUNTIME_EXPR_NODE_RESOLUTION.csv
CVRS-INV-00212,core plan,SourceHandlerPlan::Disconnected,SourceExpression::Disconnected.Yield(op:u32).Node(path),ops[j] where SourceOp::Yield(expr),expr: RuntimeTypedExpr; handler/op bounds; node table exact; exclusion=none; exact root [0] and every present child; declaration kind Checked or Operational; operational cannot emit AWBC origin/context,P02/P07,RUNTIME_EXPR_NODE_API.md + RUNTIME_PLAN_TYPE_KIND.csv + RUNTIME_EXPR_NODE_RESOLUTION.csv
CVRS-INV-00213,core plan,SourceHandlerPlan::PermissionRevoked,SourceExpression::PermissionRevoked.Yield(op:u32).Node(path),ops[j] where SourceOp::Yield(expr),expr: RuntimeTypedExpr; handler/op bounds; node table exact; exclusion=none; exact root [0] and every present child; declaration kind Checked or Operational; operational cannot emit AWBC origin/context,P02/P07,RUNTIME_EXPR_NODE_API.md + RUNTIME_PLAN_TYPE_KIND.csv + RUNTIME_EXPR_NODE_RESOLUTION.csv
CVRS-INV-00214,core plan,SourceHandlerPlan::End,SourceExpression::End.Yield(op:u32).Node(path),ops[j] where SourceOp::Yield(expr),expr: RuntimeTypedExpr; handler/op bounds; node table exact; exclusion=none; exact root [0] and every present child; declaration kind Checked or Operational; operational cannot emit AWBC origin/context,P02/P07,RUNTIME_EXPR_NODE_API.md + RUNTIME_PLAN_TYPE_KIND.csv + RUNTIME_EXPR_NODE_RESOLUTION.csv
CVRS-INV-00215,core plan,"SourceOp::{Effect,SignalWrite,Log,Close}",Excluded::SourceEffect/TextOps,static/text payloads,no typed site unless owner becomes RuntimeEffectExpr; structural validation only; exclusion=no RuntimeExpr in current field,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00216,core plan,SourceOp::EvaluatedEffect,SourceExpression::EvaluatedEffect.Argument(argument:u32),RuntimeEffectExpr arguments,typed expressions; stable argument order and exact types; exclusion=none,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00217,core plan,LineTaskGroup.options[i].value: String,Excluded::LineOptionRequest,string value,must lower directly to typed AWBC constant; no RuntimePlan root row is fabricated; reject plan-to-AWBC origin claim from this field; exclusion=current raw owner retains only source/display text,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00218,core plan,"LineTaskGroup.bindings[i].{pattern,value}: String",Excluded::LineBindingRequest,strings,must lower before final RuntimePlan admission or be omitted from typed roots; no semantic ID can be recomputed; exclusion=current raw owner lacks typed evidence,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00219,core plan,LineTaskGroup.out[i].value: String,Excluded::LineOutRequest,string,must lower before final RuntimePlan admission or remain non-root legacy text; no semantic ID can be recomputed; exclusion=current raw owner lacks typed evidence,P5/P6/P7,RUNTIME_PLAN_SITE_RESOLUTION.csv
CVRS-INV-00220,core AWBC,AwbcProgram.runtime_types,RuntimeType::Layout,runtime_types[ty],read AwbcRuntimeTypeDeclaration; project to exact RuntimeCheckedType; compare semantic/domain to AdmittedRuntimeGeneration; change=replace Vec<AwbcRuntimeType> with Vec<AwbcRuntimeTypeDeclaration>; declaration fields private; no default; exclusion=none,P8/P9/P10,AWBC_SITE_RESOLUTION.csv
CVRS-INV-00221,core AWBC,AwbcProgram.constants,Constant::Value,constants[c],"read AwbcTypedConstant.ty then validate value recursively against that declaration; change=replace AwbcConstant row with AwbcTypedConstant { value, ty }; exclusion=none",P8/P9/P10,AWBC_SITE_RESOLUTION.csv
CVRS-INV-00222,core AWBC,AwbcProgram.signatures,Signature::Parameter(parameter:u32),signatures[s].params[i],bounds s/i; return referenced AwbcTypeId declaration; change=none; exclusion=none,P8/P9/P10,AWBC_SITE_RESOLUTION.csv
CVRS-INV-00223,core AWBC,AwbcProgram.signatures,Signature::Result,signatures[s].result,bounds; absence is exact Unit/no-value ABI and emits no result site; change=none; exclusion=none,P8/P9/P10,AWBC_SITE_RESOLUTION.csv
CVRS-INV-00224,core AWBC,AwbcProgram.frame_layouts,Frame::Slot(register:AwbcRegisterId),frame_layouts[f].slots[register],function -> frame_layout; register index -> slot.ty; role/scope validated; change=none; exclusion=none,P8/P9/P10,AWBC_SITE_RESOLUTION.csv
CVRS-INV-00225,core AWBC,AwbcProgram.functions,Function::Parameter(parameter:u32),functions[f].signature -> signatures.params,function/signature/frame parameter prefix equality; change=none; exclusion=none,P8/P9/P10,AWBC_SITE_RESOLUTION.csv
CVRS-INV-00226,core AWBC,AwbcProgram.functions,Function::Result,functions[f].signature -> signatures.result,function signature result; Return/Call destinations must agree; change=none; exclusion=none,P8/P9/P10,AWBC_SITE_RESOLUTION.csv
CVRS-INV-00227,core AWBC,AwbcProgram.functions,Function::Register(register:AwbcRegisterId),functions[f].frame_layout -> frame slots,single register-type authority for every instruction operand/destination; change=none; exclusion=none,P8/P9/P10,AWBC_SITE_RESOLUTION.csv
CVRS-INV-00228,core AWBC,AwbcInstruction,Instruction::Nop.NoTypedSlot,Nop,structural/reference checks only; change=none; exclusion=no RuntimeValue type field for this variant,P8/P9/P10,AWBC_SITE_RESOLUTION.csv
CVRS-INV-00229,core AWBC,AwbcInstruction,Instruction::LoadConst.Destination,LoadConst.dst,frame(dst); change=MakeFunction/ApplyFunction remain deliberate non-root operational Function values; all other fields need no new slot ordinal because the enum variant names the field; exclusion=none,P8/P9/P10,AWBC_SITE_RESOLUTION.csv
CVRS-INV-00230,core AWBC,AwbcInstruction,Instruction::LoadConst.Constant,LoadConst.constant,typed constant type; change=MakeFunction/ApplyFunction remain deliberate non-root operational Function values; all other fields need no new slot ordinal because the enum variant names the field; exclusion=none,P8/P9/P10,AWBC_SITE_RESOLUTION.csv
CVRS-INV-00231,core AWBC,AwbcInstruction,Instruction::Move.Destination,Move.dst,frame(dst); change=MakeFunction/ApplyFunction remain deliberate non-root operational Function values; all other fields need no new slot ordinal because the enum variant names the field; exclusion=none,P8/P9/P10,AWBC_SITE_RESOLUTION.csv
CVRS-INV-00232,core AWBC,AwbcInstruction,Instruction::Move.Source,Move.src,frame(src); change=MakeFunction/ApplyFunction remain deliberate non-root operational Function values; all other fields need no new slot ordinal because the enum variant names the field; exclusion=none,P8/P9/P10,AWBC_SITE_RESOLUTION.csv
CVRS-INV-00233,core AWBC,AwbcInstruction,Instruction::Clear.Register,Clear.register,frame(register); change=MakeFunction/ApplyFunction remain deliberate non-root operational Function values; all other fields need no new slot ordinal because the enum variant names the field; exclusion=none,P8/P9/P10,AWBC_SITE_RESOLUTION.csv
CVRS-INV-00234,core AWBC,AwbcInstruction,Instruction::EnterScope.NoTypedSlot,EnterScope,structural/reference checks only; change=none; exclusion=no RuntimeValue type field for this variant,P8/P9/P10,AWBC_SITE_RESOLUTION.csv
CVRS-INV-00235,core AWBC,AwbcInstruction,Instruction::ExitScope.NoTypedSlot,ExitScope,structural/reference checks only; change=none; exclusion=no RuntimeValue type field for this variant,P8/P9/P10,AWBC_SITE_RESOLUTION.csv
