id,layer,path,surface,current_state,final_decision,gate,evidence
CDR-INV-017,sema,crates/arcweft-lang-sema/src/character_dialogue/runtime_types.rs,role declaration,absent; role meaning is scattered Named placeholders,Add private non-Serde CharacterDialogueRuntimeRoleDeclaration and accepted set,D4,request/source gap
CDR-INV-018,sema,crates/arcweft-lang-sema/src/types.rs,TypeKind role coordinate,roles currently represented by Named strings,Add TypeKind::CharacterDialogueRole; project only through typed coordinate,D5/D6,current source types.rs
CDR-INV-019,sema,crates/arcweft-lang-sema/src/callable/schema/families.rs,DialogueStage placeholder,TypeKind::Named success path,Replace with Stage role coordinate,D5/D6,current source families.rs
CDR-INV-020,sema,crates/arcweft-lang-sema/src/callable/schema/families.rs,DialoguePortrait placeholder,TypeKind::Named success path,Replace with Portrait role coordinate,D5/D6,current source families.rs
CDR-INV-021,sema,crates/arcweft-lang-sema/src/callable/schema/families.rs,DialogueFocus placeholder,TypeKind::Named success path,Replace with Focus role coordinate,D5/D6,current source families.rs
CDR-INV-022,sema,crates/arcweft-lang-sema/src/callable/schema/families.rs,DialogueCleanup placeholder,TypeKind::Named success path,Replace with Cleanup role coordinate,D5/D6,current source families.rs
CDR-INV-023,sema,crates/arcweft-lang-sema/src/callable/schema/families.rs,DialogueHook placeholder,TypeKind::Named success path,Replace with Hook role coordinate,D5/D6,current source families.rs
CDR-INV-024,sema,crates/arcweft-lang-sema/src/callable/schema/families.rs,DialogueContent/RichText placeholder,TypeKind::Named success path,Replace with RichText role coordinate,D5/D6,current source families.rs
CDR-INV-025,sema,crates/arcweft-lang-sema/src/character_dialogue/runtime_types.rs,Style authored declaration,not explicitly prohibited in type owner,"Do not register Style; derive ordered Choice(EntityRef<Style>, RichText)",D5/D6,request exact role rule
CDR-INV-026,sema,crates/arcweft-lang-sema/src/character_dialogue.rs,standard role registration,no exact once-only typed publication,Register six base declarations from accepted standard opaque facts; duplicate/missing/wrong-world typed errors,D4-D6,current source character_dialogue.rs
CDR-INV-027,runtime plan,crates/arcweft-runtime-plan/src/semantic_facts/runtime_roots.rs,RuntimeProjectRootFact,undefined in retained return,"Add non-Serde bridge fact with root id, checked type, source coordinate/evidence",D7,maintained request
CDR-INV-028,runtime plan,crates/arcweft-runtime-plan/src/semantic_facts/runtime_roots.rs,RuntimeProducerFact,abstract in retained return,"Add non-Serde producer fact with typed roots, producer ID, source evidence",D7,maintained request
CDR-INV-029,core plan,crates/arcweft-core/src/plan/project_root.rs,project root error owner,RuntimeProducerRootError cannot represent project root failures,Add RuntimeProjectRootError and preserve typed project coordinate/path/source,D7,current maintained request clarification
CDR-INV-030,core plan,crates/arcweft-core/src/plan/generation_contract.rs,RuntimeProjectRootId creation,root ID source unspecified,Construct only by lossless copy from RuntimeSemanticTypeId bytes,D8,existing semantic ID owner
CDR-INV-031,core plan,crates/arcweft-core/src/plan/generation_contract.rs,RuntimeProducerRootId creation,root ID source unspecified,Construct only by lossless copy from RuntimeSemanticTypeId bytes,D8,existing semantic ID owner
CDR-INV-032,core plan,crates/arcweft-core/src/plan/typed_roots.rs,RuntimePlanTypedSite,absent exhaustive typed site coordinate,Add closed enum covering every row in RUNTIME_PLAN_ROOT_MAPPING.csv,D9,plan source inventory
CDR-INV-033,core plan,crates/arcweft-core/src/plan/typed_roots.rs,RuntimePlanTypedRootUse,absent retained coordinate row,"Add private row with site, root ID, semantic ID and checked type",D9,plan source inventory
CDR-INV-034,runtime plan,crates/arcweft-runtime-plan/src/lower.rs,plan typed publication lowering,dense/table location may be only coordinate,Emit one typed-root-use row for every mapped typed publication site,D9,current lower inventory
CDR-INV-035,runtime plan,crates/arcweft-runtime-plan/src/inventory.rs,plan root reachability inventory,table omission can be invisible,Require exact site cardinality and root reachability equality,D9,request mapping requirement
CDR-INV-036,core AWBC,crates/arcweft-core/src/awbc/schema.rs,AwbcRuntimeTypeDeclaration,runtime types lack retained semantic/root coordinate,"Add declaration with dense ID plus semantic ID, checked type and root ID",D10,current schema.rs
CDR-INV-037,core AWBC,crates/arcweft-core/src/awbc/schema.rs,AwbcTypedSite/AwbcTypedRootUse,absent exact plan-site preservation,Add typed AWBC site/use rows retaining plan coordinate,D10,current schema.rs
CDR-INV-038,runtime plan,crates/arcweft-runtime-plan/src/awbc_lower.rs,plan-to-AWBC coordinate preservation,dense IDs allocated during lowering,Copy semantic/root/site coordinates; compare normalized tables exactly,D10,current AWBC lowering
CDR-INV-039,core AWBC,crates/arcweft-core/src/awbc/verify.rs,dense reassignment correlation,structural verifier can accept type-equivalent dense substitutions,"Verify each use resolves to retained semantic/root coordinate, not merely dense index",D10,request exact equality
CDR-INV-040,core plan,crates/arcweft-core/src/plan/nominal_admission.rs,RuntimeNominalRecordAdmissionDomain,named but undefined,Add borrowed Project/Producer enum with private inner views and generation lifetime,D11,maintained request
CDR-INV-041,core plan,crates/arcweft-core/src/plan/nominal_admission.rs,project construction authority issuance,only producer lookup exists in parent,Issue project domain from AdmittedRuntimePlan/AdmittedAwbcProduct at exact execution site,D11,authority gap
CDR-INV-042,core plan,crates/arcweft-core/src/plan/nominal_admission.rs,generation erasure/escape,raw IDs/layouts could otherwise be cached,No public constructor/fields/Serde/Default/Clone-to-owned/Deref/into_inner,D11,authority non-goal
CDR-INV-043,core AWBC,crates/arcweft-core/src/awbc/schema.rs,nominal domain table,MakeRecord lacks project-versus-producer coordinate,Add AwbcNominalRecordDomainDeclaration table after runtime types,D12,current schema.rs
CDR-INV-044,core AWBC,crates/arcweft-core/src/awbc/schema.rs,MakeRecord instruction,opcode selects record type/fields but not authority domain,Add mandatory domain dense ID operand; keep opcode 0x0f and version 1,D12,current schema.rs
CDR-INV-045,core AWBC,crates/arcweft-core/src/awbc/schema.rs,Record constant,constant nominal construction lacks authority domain,Add mandatory domain dense ID to record constant payload,D12,current schema.rs
CDR-INV-046,core AWBC,crates/arcweft-core/src/awbc/codec.rs,nominal domain wire grammar,absent,"Encode LE count and tagged rows: 00+project-root32, 01+str32 producer",D12,byte grammar contract
CDR-INV-047,core AWBC,crates/arcweft-core/src/awbc/verify.rs,MakeRecord domain validation,cannot validate absent coordinate,Validate domain table reference and exact execution-site/root compatibility before admission,D12,precedence contract
CDR-INV-048,core AWBC,crates/arcweft-core/src/awbc/vm.rs,VM nominal construction,can reach nominal construction without selected project/producer domain,Resolve admitted domain then admitted shape before crate-private constructor,D12,execution cut
CDR-INV-049,core,crates/arcweft-core/src/pattern.rs,RuntimeCheckedType::accepts_value,public boolean loses Choice and path evidence,Replace at authority boundaries with inherent validate_value structured result,D13/D14,current source pattern.rs
CDR-INV-050,core,crates/arcweft-core/src/pattern.rs,Choice validation,short-circuit any-match behavior,Evaluate every branch in source order under one shared budget; unique match only,D13,current source gap
CDR-INV-051,core,crates/arcweft-core/src/pattern.rs,RuntimeCheckedTypePath/RuntimeValuePath,not shaped for structured errors,Add owned bounded path segments and deterministic path propagation,D13,maintained request
CDR-INV-052,core,crates/arcweft-core/src/pattern.rs,validation work/depth,nesting limit exists; Choice shared budget absent,"Use existing depth 64 and one 65,536-unit mutable work budget across branches/tree",D13,current nesting.rs + decision
CDR-INV-053,core,crates/arcweft-core/src/value/nominal_record.rs,nominal tree validation mapping,predicate failures can collapse to boolean/type mismatch,Retain RuntimeCheckedTypeError source/path inside RuntimeNominalRecordTreeError,D14,typed mapping
CDR-INV-054,dialogue,crates/arcweft-dialogue/src/character_dialogue/schema.rs,schema checked failures,role/catalog/checked sources can be flattened,Add typed source variants; preserve role/domain/path/generation evidence,D14,consumer inventory
CDR-INV-055,dialogue,crates/arcweft-dialogue/src/character_dialogue/typed_value.rs,typed value checked failures,boolean-only acceptance path,Call validate_value with admitted generation/domain and preserve source,D13/D14,consumer inventory
CDR-INV-056,dialogue,crates/arcweft-dialogue/src/character_dialogue/patch.rs,patch validation,candidate mutation can fail after partial rebuild,"Resolve all paths/eligibility first, validate candidate fully, publish atomically",D14,precedence requirement
CDR-INV-057,runtime driver,crates/arcweft-runtime-driver/src/restore.rs,restore checked failures,deserialized values can reach traversal before typed authority,Admit generation/domain and map structured checked source before ownership traversal,D14,consumer inventory
CDR-INV-058,runtime driver,crates/arcweft-runtime-driver/src/replay.rs,replay checked failures,replay path can flatten validation context,Preserve RuntimeCheckedTypeError and runtime-value path in replay error,D14,consumer inventory
CDR-INV-059,runtime driver,crates/arcweft-runtime-driver/src/view_runtime.rs,View input checked failures,View activation lacks exact catalog-generation wrapper,Require AdmittedGenerationCatalogs and preserve View ID/path/source,D3/D14,consumer inventory
CDR-INV-060,core plan,crates/arcweft-core/src/plan/admission.rs,plan admission checked failures,typed root errors split incompletely,Map project roots to RuntimeProjectRootError and producer roots to RuntimeProducerRootError,D7/D14,maintained request clarification
CDR-INV-061,core AWBC,crates/arcweft-core/src/awbc/admission.rs,AWBC admission checked failures,raw verifier lacks typed root/domain mapping,"Preserve AwbcTypedSite, root/domain and RuntimeCheckedTypeError in admission error",D10-D14,consumer inventory
CDR-INV-062,core AWBC,crates/arcweft-core/src/awbc/fiber.rs,fiber construction,raw program can bypass admitted domain/root authority,Accept only admitted product borrow; no raw constructor/replacement escape,D12/D15,execution cut
CDR-INV-063,core AWBC,crates/arcweft-core/src/awbc/product_step.rs,product-step construction,raw program can bypass admitted domain/root authority,Accept only admitted product borrow and exact execution-site coordinate,D12/D15,execution cut
CDR-INV-064,runtime accelerator,crates/arcweft-runtime-accelerator,AOT/JIT MakeRecord consumers,may decode old instruction shape,Consume mandatory domain ID and admitted shape; no version fork,D12/D15,consumer inventory
CDR-INV-065,bundle/save,crates/arcweft-bundle; crates/arcweft-save,persisted plan/AWBC/value ingress,raw decode can precede whole-generation admission,Decode quarantine only; admit before restore/publication; version remains 1,D14/D15,consumer inventory
CDR-INV-066,players,crates/arcweft-player-native; web; headless,execution entry points,may accept raw AWBC/plan,Route through admitted generation image and catalog bridge only,D3/D15,consumer inventory
CDR-INV-067,agent/CLI,crates/arcweft-agent; crates/arcweft-cli,runtime launch/inspection,may publish raw runtime values,Require admitted root/domain for value publication; typed errors retained,D14/D15,consumer inventory
CDR-INV-068,core,crates/arcweft-core/src/value/nominal_record.rs,public unchecked RuntimeNominalRecordValue::new,retained until final A4 cut,Delete after all project/producer MakeRecord and restore callers migrate,D15,parent deletion requirement
CDR-INV-069,core,crates/arcweft-core/src/value/nominal_record.rs,validate_shape identity/layout-only authority,second authority after checked admission,Delete at final cut; retain validate_against_layout only,D15,parent deletion requirement
CDR-INV-070,core,all checked-type callers,public boolean convenience,could remain authority-bearing bypass,Remove public accepts_value; crate-private diagnostic wrapper only if no authority caller,D13-D15,maintained request
CDR-INV-071,tests,workspace fixtures/helpers,raw role/root/domain constructors,fixtures may bypass private issuance,Migrate to semantic facts/admitted wrappers; compile-fail external forged authority,D15,test closure
CDR-INV-072,all,workspace-wide schemas/codecs/protocols,Arcweft-owned versions,all accepted versions 1,Keep exactly 1; replace unreleased wire/storage in place,D1-D15,request invariant
