id,phase,path,line_or_symbol,current_authority_risk,required_final_state,deletion_or_migration,verification
INV-0001,request-selected-evidence,crates/arcweft-character,request-selected,must be reconciled with the final single-authority graph,inspect exact owner and every caller; migrate to admitted generation and role-scoped construction authority,delete any raw digest/root/constructor bypass after migration,request traceability plus exact target suite
INV-0108,retained-parent-inventory,crates/arcweft-core/src/bytecode.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0109,retained-parent-inventory,crates/arcweft-core/src/bytecode.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0110,retained-parent-inventory,crates/arcweft-core/src/aot.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0111,retained-parent-inventory,crates/arcweft-core/src/codegen.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0112,retained-parent-inventory,crates/arcweft-interaction-model/src/dialogue.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0113,retained-parent-inventory,crates/arcweft-lang-sema/src/types.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0114,retained-parent-inventory,crates/arcweft-lang-sema/src/character_dialogue.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0115,retained-parent-inventory,crates/arcweft-lang-sema/src/character_dialogue/runtime_types.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0116,retained-parent-inventory,crates/arcweft-lang-sema/src/callable/schema/families.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0117,retained-parent-inventory,crates/arcweft-lang-sema/src/callable/schema/families.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0118,retained-parent-inventory,crates/arcweft-lang-sema/src/callable/schema/families.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0119,retained-parent-inventory,crates/arcweft-lang-sema/src/callable/schema/families.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0120,retained-parent-inventory,crates/arcweft-lang-sema/src/callable/schema/families.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0121,retained-parent-inventory,crates/arcweft-lang-sema/src/callable/schema/families.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0122,retained-parent-inventory,crates/arcweft-lang-sema/src/callable/schema/families.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0123,retained-parent-inventory,crates/arcweft-runtime-plan/src/semantic_facts.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0124,retained-parent-inventory,crates/arcweft-runtime-plan/src/semantic_facts.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0125,retained-parent-inventory,crates/arcweft-runtime-plan/src/semantic_facts.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0126,retained-parent-inventory,crates/arcweft-runtime-plan/src/semantic_facts.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0127,retained-parent-inventory,crates/arcweft-runtime-plan/src/lower.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0128,retained-parent-inventory,crates/arcweft-runtime-plan/src/awbc_lower.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0129,retained-parent-inventory,crates/arcweft-runtime-plan/src/awbc/inventory.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0130,retained-parent-inventory,crates/arcweft-compiler/src/project.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0131,retained-parent-inventory,crates/arcweft-compiler/src/runtime.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0132,retained-parent-inventory,crates/arcweft-compiler/src/awbc.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0133,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue/schema.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0134,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue/schema.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0135,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue/schema.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0136,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue/schema.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0137,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue/schema.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0138,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue/schema.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0139,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue/schema.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0140,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue/schema.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0141,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue/schema.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0142,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue/typed_value.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0143,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue/typed_value.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0144,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue/typed_value.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0145,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue/typed_value.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0146,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue/patch.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0147,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue/patch.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0148,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0149,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0150,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0151,retained-parent-inventory,crates/arcweft-dialogue/src/character_catalog.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0152,retained-parent-inventory,crates/arcweft-view/src/registry.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0153,retained-parent-inventory,crates/arcweft-dialogue/src/character_dialogue/schema.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0154,retained-parent-inventory,crates/arcweft-dialogue/tests,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0155,retained-parent-inventory,crates/arcweft-runtime-driver/src/generation_runtime.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0156,retained-parent-inventory,crates/arcweft-runtime-driver/src/generation_runtime.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0157,retained-parent-inventory,crates/arcweft-runtime-driver/src/swap.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0158,retained-parent-inventory,crates/arcweft-runtime-driver/src/session.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0159,retained-parent-inventory,crates/arcweft-runtime-driver/src/session.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0160,retained-parent-inventory,crates/arcweft-runtime-driver/src/session_save.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0161,retained-parent-inventory,crates/arcweft-runtime-driver/src/session_save.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0162,retained-parent-inventory,crates/arcweft-runtime-driver/src/view_runtime.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0163,retained-parent-inventory,crates/arcweft-runtime-driver/src/root_runtime.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0164,retained-parent-inventory,crates/arcweft-runtime-driver/src/persistence.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0165,retained-parent-inventory,crates/arcweft-bundle,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0166,retained-parent-inventory,crates/arcweft-save,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0167,retained-parent-inventory,crates/arcweft-view,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0168,retained-parent-inventory,crates/arcweft-player-native,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0169,retained-parent-inventory,crates/arcweft-player-web,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0170,retained-parent-inventory,crates/arcweft-player-headless,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0171,retained-parent-inventory,crates/arcweft-agent,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0172,retained-parent-inventory,crates/arcweft-mcp,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0173,retained-parent-inventory,crates/arcweft-cli,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0174,retained-parent-inventory,crates/arcweft-runtime-accelerator,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0175,retained-parent-inventory,crates/arcweft-jit,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0176,retained-parent-inventory,crates/arcweft-aot,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0177,retained-parent-inventory,crates/arcweft-codegen,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0178,retained-parent-inventory,crates/arcweft-compiler/tests,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0179,retained-parent-inventory,crates/arcweft-core/tests,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0180,retained-parent-inventory,crates/arcweft-dialogue/tests,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0181,retained-parent-inventory,crates/arcweft-runtime-driver/tests,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0182,retained-parent-inventory,crates/arcweft-core/tests/ui,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0183,retained-parent-inventory,scripts/structure-audit,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0184,retained-parent-inventory,crates/arcweft-core/src/awbc/codec.rs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0185,retained-parent-inventory,crates/arcweft-bundle,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0186,retained-parent-inventory,crates/arcweft-save,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0187,retained-parent-inventory,all runtime caches,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0188,retained-parent-inventory,all restore contexts,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0189,retained-parent-inventory,Character/View catalogs,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0190,retained-parent-inventory,workspace,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0191,retained-parent-inventory,workspace,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0192,retained-parent-inventory,workspace,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0193,retained-parent-inventory,workspace,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0194,retained-parent-inventory,workspace,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0195,retained-parent-inventory,workspace,parent-selected,retained predecessor consumer must not bypass the corrected role-root authority,retain predecessor behavior behind the new admitted role root and scoped construction capability,migrate and delete predecessor bypass; no shim,parent contract mapping plus current exact suite
INV-0196,admission-owner,<design obligation; resolve to exact owner during implementation>,runtime plan parser/admitter,unclosed authority edge if omitted,Raw plan stays quarantined until core derives all role digests and the role root.,"single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0197,admission-owner,<design obligation; resolve to exact owner during implementation>,AWBC parser/admitter,unclosed authority edge if omitted,Raw AWBC stays quarantined and is pair-admitted against the same root.,"single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0198,authority-owner,<design obligation; resolve to exact owner during implementation>,catalog digest implementation,unclosed authority edge if omitted,Move canonical framing and role ordinal/domain behavior into the original enum/type impl.,"single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0199,authority-owner,<design obligation; resolve to exact owner during implementation>,role-root implementation,unclosed authority edge if omitted,Only core admission can construct the admitted root; no public raw-parts constructor.,"single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0200,authority-owner,<design obligation; resolve to exact owner during implementation>,construction authority implementation,unclosed authority edge if omitted,"Issue non-Serde generation-bound, role-scoped authority from the admitted generation.","single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0201,producer,<design obligation; resolve to exact owner during implementation>,external producer declaration ingress,unclosed authority edge if omitted,"Treat every supplied digest/root/generation as an assertion, never as authority.","single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0202,producer,<design obligation; resolve to exact owner during implementation>,external runtime value emission,unclosed authority edge if omitted,Require producer-scoped capability and exact accepted nominal layout handle.,"single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0203,consumer,<design obligation; resolve to exact owner during implementation>,VM/fiber execution ingress,unclosed authority edge if omitted,Accept only pair-admitted runtime generation/program handles.,"single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0204,consumer,<design obligation; resolve to exact owner during implementation>,CharacterDialogue runtime,unclosed authority edge if omitted,Use dedicated typed role constructors; no raw nominal or digest parameters.,"single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0205,consumer,<design obligation; resolve to exact owner during implementation>,CharacterDialogue normalize/clear/patch,unclosed authority edge if omitted,"Reconstruct through scoped authority, validate postcondition, and publish atomically.","single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0206,consumer,<design obligation; resolve to exact owner during implementation>,session/start/resume,unclosed authority edge if omitted,Correlate active generation and reject stale/foreign capabilities before mutation.,"single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0207,consumer,<design obligation; resolve to exact owner during implementation>,save/restore/replay,unclosed authority edge if omitted,Re-admit raw payload under active root; never deserialize admitted handles.,"single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0208,consumer,<design obligation; resolve to exact owner during implementation>,hot swap,unclosed authority edge if omitted,"Build a complete replacement generation, then atomically publish; old capabilities become stale.","single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0209,consumer,<design obligation; resolve to exact owner during implementation>,bundle/project loading,unclosed authority edge if omitted,Verify root assertions before activation and surface typed errors.,"single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0210,deletion,<design obligation; resolve to exact owner during implementation>,public raw nominal constructors,unclosed authority edge if omitted,Delete or reduce visibility after all exact callers migrate.,"single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0211,deletion,<design obligation; resolve to exact owner during implementation>,digest/root From/Default/Deserialize impls,unclosed authority edge if omitted,Delete bypassing construction/Serde impls from admitted types.,"single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0212,deletion,<design obligation; resolve to exact owner during implementation>,dual catalog readers,unclosed authority edge if omitted,Delete compatibility and fallback readers; exactly one grammar/version remains.,"single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0213,test,<design obligation; resolve to exact owner during implementation>,compile-fail authority surface,unclosed authority edge if omitted,Prove external crates cannot construct/deserialize/forge admitted handles.,"single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0214,test,<design obligation; resolve to exact owner during implementation>,canonical digest vectors,unclosed authority edge if omitted,Freeze positive and negative byte vectors for every role and root.,"single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
INV-0215,test,<design obligation; resolve to exact owner during implementation>,end-to-end pair admission,unclosed authority edge if omitted,Prove plan/AWBC/runtime values all share one generation and root.,"single cutover; no adapter, helper trait, or dual reader",mapped exact test/static audit required
