package	member	bytes	sha256	archive_sha256	archive_bytes	authority_status	audit_result
synthetic_parent	FINAL_STATUS.md	25	9cfe844241b3057b5b9744ad7fd94d42b90b31f9c96c35dad40a7afb94ed395c	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
synthetic_parent	FINGERPRINT_TRANSCRIPT.md	4463	8b8598bf26b938526092c38460c523c10fbb50d8daa75ad006f8e6e3006edb8e	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
synthetic_parent	IMPLEMENTATION_AND_DELETION_ORDER.md	2372	76b766df9f4a7f119a7efece48ed2d3b030381b8174c7eb60342992392240e68	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
synthetic_parent	MANIFEST.txt	1712	0cc865e0c9782254cad2a3a519dea22e0a1f24fab045f55393834e02c419f6bd	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
synthetic_parent	OPEN_QUESTIONS.md	4	140bedbf9c3f6d56a9846d2ba7088798683f4da0c248231336e6a05679e4fdfe	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
synthetic_parent	PREDECESSOR_PRECEDENCE.md	2054	133c7406b8dad947ea7b5bf9ed330498fec39e275abbfd532bdfc512e0fc6cfb	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
synthetic_parent	README.md	2601	39a40e3f357e89e53cecd4fde2e7b64ea3c44eb3052e4b81200f26135654acd6	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
synthetic_parent	REPOSITORY_EVIDENCE.md	3615	6146f87437b840465bb77200985b28894d2fdcbda8ae052e0cef1ee935186c4a	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
synthetic_parent	REQUEST_COPY.md	8552	c4f7d650f2e0674b81ff19d85216868363be47982fa9cf72fa43996d8f16cf53	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
synthetic_parent	REQUIREMENTS_TRACEABILITY.tsv	2522	8a2c892b4b68e50bc3765c77ca34bd35f1d01b0977b1eabaf8d19433e3b8bac4	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
synthetic_parent	ROLE_OWNER_ORDINAL_MATRIX.tsv	9228	4df4a6105257a722e9c38ff7dab3ec7d06808e0c4fb8fd1980b980bef5856927	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
synthetic_parent	RUST_SCHEMAS.md	10501	4a16503571f8a58438f16b1d36a4e849a025c5de60365e00ee29cb9f3721ca96	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
synthetic_parent	SUPERSEDED_PARENT_SCHEMA.md	2967	77cc16e92d8f22d92f47cb86a1f811b21cebc4a6a45ef3d8e9befe2f90008bf7	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
synthetic_parent	TEST_MATRIX.tsv	22126	48b3b3c9d795b34a33bfa2e4abc17e9ed8b1107e3ef57d59e8064e4b591486ae	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
synthetic_parent	VALIDATION_REPORT.md	2645	61b5e7a91f58b8b9f9f891f0dccedfa2c7f20f882da159298b1ba5597caedd5a	a9603b3cc758d95dada69310f87a2dc26b7a2ce0ea8b6e0de39de4aa51e75024	33968	HISTORICAL_PARENT_RETAINED_ONLY_WHERE_TAIL_INCORPORATES_OR_DOES_NOT_SUPERSEDE	DIRECT_REPOSITORY_BLOB_OPEN_CRC_AND_MEMBER_HASH_VERIFIED_THIS_RETURN
