row_class,site_variant,slot,current_table_owner,current_field_path,independent_type_resolution,mandatory_final_change,deliberate_exclusion
direct_awbc_typed_site,AudioCommand,SetBusGainTransition,AwbcProgram.audio_commands,SetBusGain.transition_millis,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty,closed named mandatory slot; actual command field emits one direct site,
direct_awbc_typed_site,AudioCommand,SetBusMuteBus,AwbcProgram.audio_commands,SetBusMute.bus,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty,closed named mandatory slot; actual command field emits one direct site,
direct_awbc_typed_site,AudioCommand,SetBusMuteMuted,AwbcProgram.audio_commands,SetBusMute.muted,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty,closed named mandatory slot; actual command field emits one direct site,
direct_awbc_typed_site,AudioCommand,SetEffectEnabledBus,AwbcProgram.audio_commands,SetEffectEnabled.bus,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty,closed named mandatory slot; actual command field emits one direct site,
direct_awbc_typed_site,AudioCommand,SetEffectEnabledEffect,AwbcProgram.audio_commands,SetEffectEnabled.effect,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty,closed named mandatory slot; actual command field emits one direct site,
direct_awbc_typed_site,AudioCommand,SetEffectEnabledEnabled,AwbcProgram.audio_commands,SetEffectEnabled.enabled,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty,closed named mandatory slot; actual command field emits one direct site,
direct_awbc_typed_site,AudioCommand,SetEffectParameterBus,AwbcProgram.audio_commands,SetEffectParameter.bus,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty,closed named mandatory slot; actual command field emits one direct site,
direct_awbc_typed_site,AudioCommand,SetEffectParameterEffect,AwbcProgram.audio_commands,SetEffectParameter.effect,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty,closed named mandatory slot; actual command field emits one direct site,
direct_awbc_typed_site,AudioCommand,SetEffectParameterValue,AwbcProgram.audio_commands,SetEffectParameter.value,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty,closed named mandatory slot; actual command field emits one direct site,
direct_awbc_typed_site,AudioCommand,SetEffectParameterTransition,AwbcProgram.audio_commands,SetEffectParameter.transition_millis,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty,closed named mandatory slot; actual command field emits one direct site,
direct_awbc_typed_site,AudioCommand,ApplySnapshotSnapshot,AwbcProgram.audio_commands,ApplySnapshot.snapshot,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty,closed named mandatory slot; actual command field emits one direct site,
direct_awbc_typed_site,AudioCommand,ApplySnapshotTransition,AwbcProgram.audio_commands,ApplySnapshot.transition_millis,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty,closed named mandatory slot; actual command field emits one direct site,
direct_awbc_typed_site,AudioCommand,RequestMicrophoneCapture,AwbcProgram.audio_commands,RequestMicrophone.capture,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty,closed named mandatory slot; actual command field emits one direct site,
direct_awbc_typed_site,AudioCommand,StopMicrophoneCapture,AwbcProgram.audio_commands,StopMicrophone.capture,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty,closed named mandatory slot; actual command field emits one direct site,
direct_awbc_typed_site,AudioCommand,SetCaptureMonitorCapture,AwbcProgram.audio_commands,SetCaptureMonitor.capture,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty,closed named mandatory slot; actual command field emits one direct site,
direct_awbc_typed_site,AudioCommand,SetCaptureMonitorBus,AwbcProgram.audio_commands,SetCaptureMonitor.bus,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty; optional presence is read from the actual SetCaptureMonitor.bus field,"closed named optional slot; Some(value_ref) emits this direct site, None emits no site",
direct_awbc_typed_site,AudioCommand,SetCaptureMonitorGain,AwbcProgram.audio_commands,SetCaptureMonitor.gain_db_milli,AwbcAudioValueRef::Arg(n) -> owning effect signature parameter n; Const(c) -> AwbcTypedConstant[c].ty,closed named mandatory slot; actual command field emits one direct site,
direct_awbc_typed_site,EffectPlan,Parameter(parameter:u32),AwbcProgram.effect_plans,signature.params[i],effect signature parameter,AwbcEffectPlanTypedSlot closed enum; dynamic EmitEffect args begin after static_args.len(),
direct_awbc_typed_site,EffectPlan,Result,AwbcProgram.effect_plans,signature.result,effect signature result,AwbcEffectPlanTypedSlot closed enum; dynamic EmitEffect args begin after static_args.len(),
direct_awbc_typed_site,EffectPlan,StaticArgument(argument:u32),AwbcProgram.effect_plans,static_args[i],typed constant; maps signature parameter i,AwbcEffectPlanTypedSlot closed enum; dynamic EmitEffect args begin after static_args.len(),
indirect_audio_command_reference,EffectPlan,AudioValue(slot),AwbcProgram.effect_plans,audio command value ref,named audio slot resolves Arg/Const as above,AwbcEffectPlanTypedSlot closed enum; dynamic EmitEffect args begin after static_args.len(),
direct_awbc_typed_site,LineTaskGroup,OptionValue(option:u32),AwbcProgram.line_task_groups,options[i].value,AwbcTypedConstant type,closed AwbcLineTaskGroupTypedSlot,
direct_awbc_typed_site,LineTaskGroup,BindingsParameter(parameter:u32),AwbcProgram.line_task_groups,bindings function signature,function signature parameter,closed AwbcLineTaskGroupTypedSlot,
direct_awbc_typed_site,LineTaskGroup,BindingsResult,AwbcProgram.line_task_groups,bindings function signature,function signature result,closed AwbcLineTaskGroupTypedSlot,
direct_awbc_typed_site,LineTaskGroup,OutParameter(parameter:u32),AwbcProgram.line_task_groups,out function signature,function signature parameter,closed AwbcLineTaskGroupTypedSlot,
direct_awbc_typed_site,LineTaskGroup,OutResult,AwbcProgram.line_task_groups,out function signature,function signature result,closed AwbcLineTaskGroupTypedSlot,
direct_awbc_typed_site,LineTaskGroup,"CancelHandlerParameter(handler:u32,parameter:u32)",AwbcProgram.line_task_groups,cancel_handlers[h].function signature,function signature parameter,closed AwbcLineTaskGroupTypedSlot,
direct_awbc_typed_site,LineTaskGroup,CancelHandlerResult(handler:u32),AwbcProgram.line_task_groups,cancel_handlers[h].function signature,function signature result,closed AwbcLineTaskGroupTypedSlot,
direct_awbc_typed_site,StreamPlan,Item,AwbcProgram.stream_plans,item_type,direct AwbcTypeId,closed AwbcStreamPlanTypedSlot,
direct_awbc_typed_site,StreamPlan,Error,AwbcProgram.stream_plans,error_type,direct AwbcTypeId,closed AwbcStreamPlanTypedSlot,
direct_awbc_typed_site,StreamPlan,TransformParameter(parameter:u32),AwbcProgram.stream_plans,transform function signature,parameter,closed AwbcStreamPlanTypedSlot,
direct_awbc_typed_site,StreamPlan,TransformResult,AwbcProgram.stream_plans,transform function signature,result,closed AwbcStreamPlanTypedSlot,
direct_awbc_typed_site,SourcePlan,Item,AwbcProgram.source_plans,item_type,direct AwbcTypeId,closed AwbcSourcePlanTypedSlot,
direct_awbc_typed_site,SourcePlan,Error,AwbcProgram.source_plans,error_type,direct AwbcTypeId,closed AwbcSourcePlanTypedSlot,
direct_awbc_typed_site,SourcePlan,OpenParameter(parameter:u32),AwbcProgram.source_plans,open function signature,parameter,closed AwbcSourcePlanTypedSlot,
direct_awbc_typed_site,SourcePlan,OpenResult,AwbcProgram.source_plans,open function signature,result,closed AwbcSourcePlanTypedSlot,
direct_awbc_typed_site,SourcePlan,HandlerPattern(handler:u32),AwbcProgram.source_plans,handlers[h].pattern,AwbcTypedPattern.expected,closed AwbcSourcePlanTypedSlot,
direct_awbc_typed_site,SourcePlan,"HandlerParameter(handler:u32,parameter:u32)",AwbcProgram.source_plans,handlers[h].function signature,parameter,closed AwbcSourcePlanTypedSlot,
direct_awbc_typed_site,SourcePlan,HandlerResult(handler:u32),AwbcProgram.source_plans,handlers[h].function signature,result,closed AwbcSourcePlanTypedSlot,
direct_awbc_typed_site,PureHelper,Parameter(parameter:u32),AwbcProgram.pure_helpers,pure_helpers[i].signature,referenced signature parameter,closed AwbcPureHelperTypedSlot,
direct_awbc_typed_site,PureHelper,Result,AwbcProgram.pure_helpers,pure_helpers[i].signature,referenced signature result,closed AwbcPureHelperTypedSlot,
direct_awbc_typed_site,TraitMethod,Parameter(parameter:u32),AwbcProgram.trait_methods,trait_methods[i].signature,referenced signature parameter,closed AwbcTraitMethodTypedSlot,
direct_awbc_typed_site,TraitMethod,Result,AwbcProgram.trait_methods,trait_methods[i].signature,referenced signature result,closed AwbcTraitMethodTypedSlot,
direct_awbc_typed_site,Entry,Parameter(parameter:u32),AwbcProgram.entries,entries[i].signature,referenced signature parameter,closed AwbcEntryTypedSlot,
direct_awbc_typed_site,Entry,Result,AwbcProgram.entries,entries[i].signature,referenced signature result,closed AwbcEntryTypedSlot,
direct_awbc_typed_site,TraitMethod,ReceiverState,AwbcProgram.trait_methods,receiver_state_slot,owning function frame slot; equals receiver declaration for MutRef/Owned; receiver mode and actual Option presence are checked before site emission,closed named optional slot; Owned/MutRef require Some and emit a site; SharedRef requires None and emits no site,
direct_awbc_typed_site,FlowExecutable,Parameter(parameter:u32),AwbcProgram.flow_executables,metadata.parameters[i].ty and function.signature.params[i],resolve both independently; exact semantic/type equality,add RuntimeFlowExecutableParameter.ty in shared metadata,
deliberate_exclusion,Excluded,choices,AwbcProgram.choices,AwbcChoice,no AwbcTypedSite row; referenced owner is resolved where stated,none,public ID and option range only; option function/effect targets own types
deliberate_exclusion,Excluded,choice_options,AwbcProgram.choice_options,AwbcChoiceOption,no AwbcTypedSite row; referenced owner is resolved where stated,none,labels and function/effect references only
deliberate_exclusion,Excluded,content_units,AwbcProgram.content_units,AwbcContentUnit,no AwbcTypedSite row; referenced owner is resolved where stated,none,identity/display/source/resource references only
deliberate_exclusion,Excluded,line_task_nodes,AwbcProgram.line_task_nodes,AwbcLineTaskNode,no AwbcTypedSite row; referenced owner is resolved where stated,none,task/effect references; target tables own types
deliberate_exclusion,Excluded,display_map,AwbcProgram.display_map,AwbcDisplayMapEntry,no AwbcTypedSite row; referenced owner is resolved where stated,none,presentation metadata only
deliberate_exclusion,Excluded,source_map,AwbcProgram.source_map,AwbcSourceMapEntry,no AwbcTypedSite row; referenced owner is resolved where stated,none,diagnostic metadata only
deliberate_exclusion,Excluded,resources,AwbcProgram.resources,AwbcResourceRef,no AwbcTypedSite row; referenced owner is resolved where stated,none,"resource identity/digest/length, no RuntimeValue checked type"
deliberate_exclusion,Excluded,callable_executables,AwbcProgram.callable_executables,AwbcCallableExecutable,no AwbcTypedSite row; referenced owner is resolved where stated,none,function reference only; function signature owns types
deliberate_exclusion,Excluded,flow_bindings,AwbcProgram.flow_bindings,AwbcFlowBinding,no AwbcTypedSite row; referenced owner is resolved where stated,none,semantic Flow identity/function reference only
deliberate_exclusion,Excluded,pure_helpers.function,AwbcProgram.pure_helpers.function,AwbcPureHelper.function,no AwbcTypedSite row; referenced owner is resolved where stated,none,function signature is the sole type owner
deliberate_exclusion,Excluded,resume_points,AwbcProgram.resume_points,AwbcResumePoint,no AwbcTypedSite row; referenced owner is resolved where stated,none,control/frame reference; frame table owns register types
deliberate_exclusion,Excluded,match_arms,AwbcProgram.match_arms,AwbcMatchArm,no AwbcTypedSite row; referenced owner is resolved where stated,none,pattern/function/block references; target owners own types
deliberate_exclusion,Excluded,host_calls,AwbcProgram.host_calls,AwbcHostCall,no AwbcTypedSite row; referenced owner is resolved where stated,none,signature owns all typed slots
deliberate_exclusion,Excluded,intrinsics,AwbcProgram.intrinsics,AwbcIntrinsic,no AwbcTypedSite row; referenced owner is resolved where stated,none,signature owns all typed slots
