name,kind,versioned,version,fields,variants,key,order,bound,invariants,references,unknown_fields,duplicate_fields,trailing_bytes
RuntimeValueSnapshotV1,enum,False,,[],"[[""Unit"",[]],[""Bool"",[[""value"",""bool""]]],[""Int"",[[""value"",""RuntimeIntSnapshotV1""]]],[""UInt"",[[""value"",""RuntimeUIntSnapshotV1""]]],[""F32"",[[""bits"",""u32""]]],[""F64"",[[""bits"",""u64""]]],[""Matrix"",[[""value"",""RuntimeMatrixSnapshotV1""]]],[""Tensor"",[[""value"",""RuntimeTensorSnapshotV1""]]],[""String"",[[""value"",""BoundedUtf8""]]],[""Char"",[[""scalar"",""u32""]]],[""Duration"",[[""value"",""LogicalDurationSnapshotV1""]]],[""Progress"",[[""value"",""ProgressSnapshotV1""]]],[""Range"",[[""value"",""RuntimeRangeSnapshotV1""]]],[""Iterator"",[[""value"",""RuntimeIteratorSnapshotV1""]]],[""EntityRef"",[[""value"",""BoundedUtf8""]]],[""Tuple"",[[""items"",""Vec<RuntimeValueSnapshotV1>""]]],[""Seq"",[[""value"",""RuntimeSeqSnapshotV1""]]],[""Record"",[[""fields"",""Vec<RuntimeFieldSnapshotV1>""]]],[""NominalRecord"",[[""value"",""RuntimeNominalRecordSnapshotV1""]]],[""Opaque"",[[""value"",""RuntimeOpaqueValueSnapshotV1""]]],[""Reduction"",[[""value"",""RuntimeReductionSnapshotV1""]]],[""Agent"",[[""value"",""RuntimeAgentSnapshotV1""]]],[""Function"",[[""value"",""RuntimeFunctionSnapshotV1""]]],[""Variant"",[[""value"",""RuntimeVariantSnapshotV1""]]],[""NeedHandle"",[[""value"",""RuntimeNeedHandleSnapshotV1""]]]]",[],declaration order,RuntimeSnapshotLimits owner,"[""exhaustive over final public RuntimeValue in Cut 5"",""NeedHandle is published only in the atomic public switch""]","[""RuntimeNeedHandleSnapshotV1""]",reject,reject,reject
RuntimeCheckedTypeSnapshotV1,struct,True,1,"[[""version"",""RuntimeCheckedTypeSnapshotVersion""],[""semantic_digest"",""RuntimeTypeSemanticDigest""],[""projection"",""RuntimeCheckedTypeProjectionV1""]]",[],[],declaration order,RuntimeSnapshotLimits owner,"[""projection encodes the closed runtime checked-type algebra; digest is recomputed""]",[],reject,reject,reject
ProgressSnapshotV1,struct,True,1,"[[""ratio_bits"",""u32""],[""label"",""Option<BoundedUtf8>""]]",[],[],declaration order,RuntimeSnapshotLimits owner,[],[],reject,reject,reject
LogicalDurationSnapshotV1,struct,True,1,"[[""nanoseconds"",""u128""]]",[],[],declaration order,RuntimeSnapshotLimits owner,[],[],reject,reject,reject
RuntimeIntSnapshotV1,struct,True,1,"[[""width"",""RuntimeSignedIntWidth""],[""bits"",""u128""]]",[],[],declaration order,RuntimeSnapshotLimits owner,[],[],reject,reject,reject
RuntimeUIntSnapshotV1,struct,True,1,"[[""width"",""RuntimeUnsignedIntWidth""],[""bits"",""u128""]]",[],[],declaration order,RuntimeSnapshotLimits owner,[],[],reject,reject,reject
RuntimeMatrixSnapshotV1,struct,True,1,"[[""kind"",""RuntimeMatrixKind""],[""dimensions"",""Vec<u32>""],[""scalar_bits"",""BoundedBytes""]]",[],[],declaration order,RuntimeSnapshotLimits owner,[],[],reject,reject,reject
RuntimeTensorSnapshotV1,struct,True,1,"[[""kind"",""RuntimeTensorKind""],[""shape"",""Vec<u32>""],[""scalar_bits"",""BoundedBytes""]]",[],[],declaration order,RuntimeSnapshotLimits owner,[],[],reject,reject,reject
RuntimeRangeSnapshotV1,struct,True,1,"[[""start"",""Option<RuntimeValueSnapshotV1>""],[""end"",""Option<RuntimeValueSnapshotV1>""],[""inclusive"",""bool""]]",[],[],declaration order,RuntimeSnapshotLimits owner,[],"[""RuntimeValueSnapshotV1""]",reject,reject,reject
RuntimeIteratorSnapshotV1,struct,True,1,"[[""source"",""RuntimeValueSnapshotV1""],[""cursor"",""u64""]]",[],[],declaration order,RuntimeSnapshotLimits owner,[],"[""RuntimeValueSnapshotV1""]",reject,reject,reject
RuntimeSeqSnapshotV1,struct,True,1,"[[""kind"",""RuntimeSeqKind""],[""items"",""Vec<RuntimeValueSnapshotV1>""]]",[],[],declaration order,RuntimeSnapshotLimits owner,[],"[""RuntimeValueSnapshotV1""]",reject,reject,reject
RuntimeFieldSnapshotV1,struct,True,1,"[[""field"",""AcceptedFieldIdentityProjection""],[""value"",""RuntimeValueSnapshotV1""]]",[],[],declaration order,RuntimeSnapshotLimits owner,[],"[""RuntimeValueSnapshotV1""]",reject,reject,reject
RuntimeNominalRecordSnapshotV1,struct,True,1,"[[""owner"",""RuntimeNominalTypeId""],[""layout"",""TypeLayoutHash""],[""fields"",""Vec<RuntimeFieldSnapshotV1>""]]",[],[],declaration order,RuntimeSnapshotLimits owner,[],"[""RuntimeFieldSnapshotV1""]",reject,reject,reject
RuntimeOpaqueValueSnapshotV1,struct,True,1,"[[""producer"",""RuntimeOpaqueTypeProducerId""],[""semantic_identity"",""AcceptedNominalSemanticIdentity""],[""class"",""RuntimeOpaqueValueClass""],[""persistence"",""RuntimeOpaquePersistence""],[""payload"",""BoundedBytes""]]",[],[],declaration order,RuntimeSnapshotLimits owner,[],[],reject,reject,reject
RuntimeReductionSnapshotV1,struct,True,1,"[[""kind"",""RuntimeReductionKind""],[""value"",""Option<RuntimeValueSnapshotV1>""]]",[],[],declaration order,RuntimeSnapshotLimits owner,[],"[""RuntimeValueSnapshotV1""]",reject,reject,reject
RuntimeAgentSnapshotV1,struct,True,1,"[[""variant"",""RuntimeAgentValueProjectionV1""]]",[],[],declaration order,RuntimeSnapshotLimits owner,[],[],reject,reject,reject
RuntimeFunctionSnapshotV1,struct,True,1,"[[""callable"",""RuntimeCallableId""],[""contract"",""CallableContractHash""],[""captures"",""Vec<RuntimeValueSnapshotV1>""]]",[],[],declaration order,RuntimeSnapshotLimits owner,[],"[""RuntimeValueSnapshotV1""]",reject,reject,reject
RuntimeVariantSnapshotV1,struct,True,1,"[[""owner"",""RuntimeVariantIdentity""],[""case_ordinal"",""u32""],[""payload"",""Option<RuntimeValueSnapshotV1>""]]",[],[],declaration order,RuntimeSnapshotLimits owner,[],"[""RuntimeValueSnapshotV1""]",reject,reject,reject
